id,name,name_scientific,description,itis_id,wikipedia_id,picture_file_name,picture_content_type,picture_file_size,picture_updated_at,legacy_id,food_group,food_subgroup,food_type,created_at,updated_at,creator_id,updater_id,export_to_afcdb,category,ncbi_taxonomy_id,export_to_foodb,public_id,food_name,shared_flavor_compounds
631,cheese,,"Cheese is a food derived from milk that is produced in a wide range of flavors, textures, and forms by coagulation of the milk protein casein. It comprises proteins and fat from milk, usually the milk of cows, buffalo, goats, or sheep. During production, the milk is usually acidified, and adding the enzyme rennet causes coagulation. The solids are separated and pressed into final form. Some cheeses have molds on the rind or throughout. Most cheeses melt at cooking temperature.",,Cheese,631.jpg,image/jpeg,32345.0,2012-04-20 09:41:39 UTC,659.0,Milk and milk products,Fermented milk products,Type 2,2011-02-09 00:37:52 UTC,2019-05-14 18:05:28 UTC,,2.0,False,specific,,True,FOOD00617,cheese,2.0
633,egg,,"An egg is the organic vessel containing the zygote, resulting from fertilization of the ovum, in which an animal embryo develops until it can survive on its own, at which point the animal hatches. Most arthropods, vertebrates, and mollusks lay eggs, although some do not, e.g. scorpions and most mammals.
Oviparous animals are those that lay eggs, with little or no other development within the mother. The study or collecting of eggs, particularly bird eggs, is called oology.
The term ""egg"" is used differently outside the animal kingdom. Reproductive structures similar to the egg in other kingdoms are termed ""spores,"" or in spermatophytes ""seeds,"" or in gametophytes ""egg cells"".",,Eggs,633.jpg,image/jpeg,27685.0,2012-04-20 09:30:18 UTC,661.0,Eggs,Eggs,Unknown,2011-02-09 00:37:52 UTC,2019-05-14 18:05:28 UTC,,2.0,False,generic,,True,FOOD00619,egg,16.0
634,yogurt,,"Yogurt, yoghurt, or yoghourt is a fermented milk product produced by bacterial fermentation of milk. The bacteria used to make yogurt are known as ""yogurt cultures"". Fermentation of lactose by these bacteria produces lactic acid, which acts on milk protein to give yogurt its texture and its characteristic tang.
Worldwide, cow's milk, the protein of which is mainly casein, is most commonly used to make yogurt. Milk from water buffalo, goats, ewes, mares, camels, and yaks however, is also used to produce yogurt in various parts of the world.",,,634.jpg,image/jpeg,79588.0,2012-04-20 09:30:23 UTC,662.0,Milk and milk products,Fermented milk products,Type 2,2011-02-09 00:37:52 UTC,2019-05-14 18:05:28 UTC,,2.0,False,specific,,True,FOOD00620,,
643,honey,,"Honey is a sweet food made by bees using nectar from flowers. The variety produced by honey bees is the one most commonly referred to, as it is the type of honey collected by beekeepers and consumed by humans. Honey produced by other bees and insects has distinctly different properties. Honey bees transform nectar into honey by a process of regurgitation and evaporation. They store it as a primary food source in wax honeycombs inside the beehive. Honey gets its sweetness from the monosaccharides, fructose, and glucose, and has approximately the same relative sweetness as that of granulated sugar. It has attractive chemical properties for baking, and a distinctive flavor that leads some people to prefer it over sugar and other sweeteners. Most microorganisms do not grow in honey because of its low water activity of 0.6. However, honey sometimes contains dormant endospores of the bacterium Clostridium botulinum, which can be dangerous to infants, as the endospores can transform into toxin-producing bacteria in the infant's immature intestinal tract, leading to illness and even death. Honey has a long history of human consumption, and is used in various foods and beverages as a sweetener and flavoring. It also has a role in religion and symbolism. Flavors of honey vary based on the nectar source, and various types and grades of honey are available. It is also used in various medicinal traditions to treat ailments. The study of pollens and spores in raw honey can determine floral sources of honey. Bees carry an electrostatic charge whereby they attract other particles in addition to pollen, which become incorporated into their honey; the honey can be analysed by the techniques of melissopalynology in area environmental studies of radioactive particles, dust and particulate pollution.",,Honey,643.jpg,image/jpeg,71095.0,2012-04-20 09:43:55 UTC,,Confectioneries,Other confectioneries,Type 2,2011-12-02 22:06:27 UTC,2019-05-14 18:05:28 UTC,2.0,2.0,False,specific,,True,FOOD00626,honey,166.0
666,salt,,"Salt, also known as table salt or rock salt, is a crystalline mineral that is composed primarily of sodium chloride, a chemical compound belonging to the larger class of ionic salts. It is absolutely essential for animal life, but can be harmful to animals and plants in excess. Salt is one of the oldest, most ubiquitous food seasonings and salting is an important method of food preservation. The taste of salt (saltiness) is one of the basic human tastes. Salt for human consumption is produced in different forms: unrefined salt, refined salt (table salt), and iodized salt. It is a crystalline solid, white, pale pink or light gray in color, normally obtained from sea water or rock deposits. Edible rock salts may be slightly grayish in color because of mineral content. Because of its importance to survival, salt has often been considered a valuable commodity during human history. However, as salt consumption has increased during modern times, scientists have become aware of the health risks associated with high salt intake, including high blood pressure in sensitive individuals. Therefore, some health authorities have recommended limitations of dietary sodium, although others state the risk is minimal for typical western diets.",,Salt,666.jpg,image/jpeg,51925.0,2012-04-20 09:37:48 UTC,,Baking goods,Seasonings,Type 2,2011-12-05 16:53:52 UTC,2019-05-14 18:05:29 UTC,2.0,2.0,False,specific,,True,FOOD00647,salt,1.0
667,butter,,"Butter is a dairy product made by churning fresh or fermented cream or milk. It is generally used as a spread and a condiment, as well as in cooking applications, such as baking, sauce making, and pan frying. Butter consists of butterfat, water and milk proteins. Most frequently made from cows' milk, butter can also be manufactured from the milk of other mammals, including sheep, goats, buffalo, and yaks. Salt, flavorings and preservatives are sometimes added to butter. Rendering butter produces clarified butter or ghee, which is almost entirely butterfat. [Wikipedia]",,Butter,667.jpg,image/jpeg,499343.0,2012-04-20 09:41:10 UTC,,Milk and milk products,Other milk products,Type 2,2011-12-05 16:56:38 UTC,2019-05-14 18:05:29 UTC,2.0,2.0,False,specific,,True,FOOD00648,butter,19.0
670,sugar,,"Sugar is the generalised name for a class of chemically-related sweet-flavored substances, most of which are used as food. They are carbohydrates, composed of carbon, hydrogen and oxygen. There are various types of sugar derived from different sources. Simple sugars are called monosaccharides and include glucose (also known as dextrose), fructose and galactose. The table or granulated sugar most customarily used as food is sucrose, a disaccharide (in the body, sucrose hydrolyses into fructose and glucose). Other disaccharides include maltose and lactose. Chemically-different substances may also have a sweet taste, but are not classified as sugars. Some are used as lower-calorie food substitutes for sugar described as artificial sweeteners. Sugars are found in the tissues of most plants but are only present in sufficient concentrations for efficient extraction in sugarcane and sugar beet. Sugarcane is a giant grass and has been cultivated in tropical climates in the Far East since ancient times. A great expansion in its production took place in the 18th century with the setting up of sugar plantations in the West Indies and Americas. This was the first time that sugar became available to the common people who had previously had to rely on honey to sweeten foods. Sugar beet is a root crop and is cultivated in cooler climates and became a major source of sugar in the 19th century when methods for extracting the sugar became available. Sugar production and trade has changed the course of human history in many ways. It influenced the formation of colonies, the perpetuation of slavery, the transition to indentured labour, the migration of peoples, wars between sugar trade-controlling nations in the 19th century, and the ethnic composition and political structure of the new world. The world produced about 168 million tonnes of sugar in 2011. The average person consumes about 24 kilograms of sugar each year (33.1 kg in industrialised countries), equivalent to over 260 food calories per person, per day. Sugar provides energy but no nutrients—empty calories. Since the latter part of the twentieth century, it has been questioned whether a diet high in sugars, especially refined sugars, is bad for health. Sugar has been linked to obesity and suspected of being implicated in diabetes, cardiovascular disease, dementia, macular degeneration and tooth decay. Numerous studies have been undertaken to try to clarify the position but the results remain largely unclear, mainly because of the difficulty of finding populations for use as controls that do not consume sugars.",,Sugar,670.jpg,image/jpeg,106764.0,2012-04-20 09:42:30 UTC,,Baking goods,Sugars,Type 2,2011-12-05 17:07:39 UTC,2019-12-11 19:38:00 UTC,2.0,2.0,False,specific,,False,FOOD00651,sugar,7.0
785,butter,,"Butterfat or milkfat is the fatty portion of milk. Milk and cream are often sold according to the amount of butterfat they contain. [Wikipedia] See also ""dairyforall.com"":http://www.dairyforall.com/butteroil.php",,Butterfat,785.jpg,image/jpeg,24494.0,2012-04-20 09:38:02 UTC,,Milk and milk products,Other milk products,Type 2,2011-12-16 19:29:14 UTC,2019-05-14 18:05:31 UTC,2.0,2.0,False,specific,,True,FOOD00760,butter,19.0
896,fish,,"A fish is any member of a paraphyletic group of organisms that consist of all gill-bearing aquatic craniate animals that lack limbs with digits. Included in this definition are the living hagfish, lampreys, and cartilaginous and bony fish, as well as various extinct related groups. Most fish are ectothermic (""cold-blooded""), allowing their body temperatures to vary as ambient temperatures change, though some of the large active swimmers like white shark and tuna can hold a higher core temperature. Fish are abundant in most bodies of water. They can be found in nearly all aquatic environments, from high mountain streams (e.g., char and gudgeon) to the abyssal and even hadal depths of the deepest oceans (e.g., gulpers and anglerfish). At 32,000 species, fish exhibit greater species diversity than any other group of vertebrates.
Fish are an important resource for humans worldwide, especially as food. Commercial and subsistence fishers hunt fish in wild fisheries (see fishing) or farm them in ponds or in cages in the ocean (see aquaculture). They are also caught by recreational fishers, kept as pets, raised by fishkeepers, and exhibited in public aquaria. Fish have had a role in culture through the ages, serving as deities, religious symbols, and as the subjects of art, books and movies.",,Fishes,,,,,,Aquatic foods,Fishes,Unknown,2012-09-11 15:15:49 UTC,2019-12-11 19:40:14 UTC,2.0,2.0,False,generic,,False,FOOD00865,,
912,bell pepper,Capsicum annuum,"Red bell peppers are members of the domesticated plant species <i>Capsicum annuum</i>. Green, yellow, orange and red bell peppers all belong to the same species, with the differences arising from the time at which they are harvested. Green bell peppers are bell peppers that have been harvested early. Yellow and orange bell peppers have been allowed more time to ripen, and red bell peppers are the most mature. <i>Capsicum annuum</i> is a domesticated species of the plant genus <i>Capsicum</i> native to southern North America and northern South America. The three species <i>C. annuum</i>, <i>C. frutescens</i> and <i>C. chinense</i> all evolved from a single common ancestor located somewhere in the northwest Brazil - Colombia area. <i>Capsicum annuum</i> is the most common and extensively cultivated of the five domesticated capsicums. The species is a source of popular ""sweet peppers"":http://en.wikipedia.org/wiki/Bell_peppers and ""hot chilis"":http://en.wikipedia.org/wiki/Chili_pepper with numerous varieties cultivated all around the world. In American English the plant is commonly known as a chili pepper or bell pepper. In British English, the sweet varieties are called red or green peppers and the hot varieties chillies, whereas in Australian and Indian English the name capsicum is commonly used for bell peppers exclusively and chilli is often used to encompass the hotter varieties. [Wikipedia] See a ""list of capsicum cultivars"":http://en.wikipedia.org/wiki/List_of_Capsicum_cultivars.",30492.0,Capsicum_annuum,red-bell-pepper.jpg,image/jpeg,76376.0,2015-02-26 18:47:15 UTC,,Vegetables,Fruit vegetables,Type 1,2015-02-26 18:47:16 UTC,2019-05-14 18:05:36 UTC,,,True,specific,4072.0,True,FOOD00880,,
941,olive oil,,"Olive oil is a liquid obtained from olives (the fruit of Olea europaea; family Oleaceae), a traditional tree crop of the Mediterranean Basin. The oil is produced by pressing whole olives. It is commonly used in cooking, whether for frying or as a salad dressing.It consists mainly of oleic acid (up to 83%), with smaller amounts of other fatty acids including linoleic acid (up to 21%) and palmitic acid (up to 20%).",,,,,,,,Herbs and Spices,Oilseed crops,Type 2,2020-01-24 17:05:36 UTC,2020-01-24 17:05:36 UTC,,,False,,,True,FOOD00909,,
1003,bell pepper,,"The Cubanelle, also known as ""Cuban pepper"" and ""Italian frying pepper"",is a variety of sweet pepper of the species Capsicum annuum. When unripe, it is light yellowish-green in color, but will turn bright red if allowed to ripen. ",,,,,,,,Vegetables,Fruit vegetables,Type 1,2020-01-24 17:05:37 UTC,2020-01-24 17:05:37 UTC,,,False,,,True,FOOD00971,,
